     pmw          pmn          x          y          z          vx          vy          vz
     -1.9213      0.1949     -0.7130    -43.0659    -29.1995    -54.9015   -237.8407    243.3222
     -1.8892      0.2072     -1.6712    -37.6198    -25.5070    -43.6912   -198.8320    189.1975
     -1.9479      0.2444     -1.2801    -39.8423    -27.0139    -59.0120   -221.7717    217.4478
     -1.9230      0.2631     -1.1035    -40.8464    -27.6947    -64.9885   -227.3743    219.3319
     -1.9122      0.2439     -1.1174    -40.7672    -27.6410    -59.8377   -226.2723    216.6201
     -1.9130      0.2316     -1.2844    -39.8181    -26.9975    -54.7164   -219.0320    209.7563
     -1.9232      0.2913     -0.8869    -42.0772    -28.5292    -75.3254   -234.9360    229.4725
     -1.8993      0.2118     -1.0852    -40.9501    -27.7650    -52.1906   -226.9652    215.9585
     -1.9111      0.1824     -1.1138    -40.7879    -27.6551    -46.1082   -222.4644    221.2268
     -1.9128      0.2251     -0.8177    -42.4705    -28.7959    -60.7060   -232.2447    235.6864
     -1.8952      0.1642     -1.0115    -41.3694    -28.0493    -42.6182   -224.5650    223.4996
     -1.9066      0.2915     -1.4107    -39.1000    -26.5106    -66.8401   -209.6197    203.0775
     -1.9311      0.1927     -1.2226    -40.1695    -27.2357    -46.7470   -226.0239    215.9581
     -1.9194      0.2038     -1.0898    -40.9241    -27.7474    -51.8396   -223.6016    223.8975
     -1.9113      0.3432     -0.9850    -41.5196    -28.1511    -85.8729   -228.7190    221.1744
     -1.9051      0.2284     -1.2552    -39.9837    -27.1098    -53.1845   -224.8623    205.8700
     -1.9214      0.3023     -0.7229    -43.0094    -29.1613    -80.7522   -240.6476    236.8984
     -1.8897      0.2529     -1.2930    -39.7693    -26.9644    -58.1790   -219.3682    201.7699
     -1.9238      0.3170     -1.2908    -39.7814    -26.9726    -74.1575   -221.7721    207.5935
     -1.9236      0.2344     -1.0128    -41.3619    -28.0442    -58.9443   -234.7128    222.2942
     -1.9067      0.1815     -1.3667    -39.3503    -26.6804    -42.2345   -214.0609    206.9018
     -1.9284      0.3071     -1.0359    -41.2301    -27.9549    -77.1838   -227.4171    224.3961
     -1.9081      0.1875     -1.3226    -39.6010    -26.8503    -43.4457   -220.2018    206.2055
     -1.9256      0.2052     -1.2050    -40.2691    -27.3033    -50.7777   -219.9403    219.4433
     -1.9183      0.2058     -0.6241    -43.5709    -29.5420    -58.6681   -241.1735    246.4199
     -1.8841      0.2498     -1.0254    -41.2903    -27.9957    -62.4268   -222.4794    217.7936
     -1.9075      0.2345     -1.0291    -41.2688    -27.9811    -58.9672   -227.9367    221.0268
     -1.9077      0.2139     -1.5607    -38.2475    -25.9326    -46.7538   -207.5515    196.1183
     -1.9407      0.1802     -1.2411    -40.0640    -27.1642    -44.7133   -221.8788    220.4454
     -1.9206      0.2698     -1.2424    -40.0570    -27.1595    -64.9070   -218.2605    214.2505
     -1.9206      0.1520     -1.4349    -38.9623    -26.4173    -34.7836   -215.1253    205.8146
     -1.9327      0.2780     -1.3679    -39.3437    -26.6758    -65.3383   -213.6786    211.0452
     -1.9284      0.1979     -0.8189    -42.4636    -28.7912    -53.5747   -239.6947    236.1109
     -1.8953      0.2500     -0.5236    -44.1424    -29.9295    -70.5600   -241.6344    244.9555
     -1.8785      0.2149     -1.0230    -41.3040    -28.0050    -53.6570   -223.9655    216.5232
     -1.9073      0.2356     -1.0095    -41.3802    -28.0566    -59.8902   -226.5832    223.3180
     -1.9065      0.2512     -1.1925    -40.3403    -27.3516    -60.4920   -221.2576    212.6175
     -1.9176      0.2471     -0.4462    -44.5820    -30.2275    -71.1334   -250.8136    251.4284
     -1.8742      0.2587     -0.7429    -42.8960    -29.0844    -68.2076   -233.7479    227.5482
     -1.8909      0.2470     -0.8255    -42.4266    -28.7661    -64.4617   -233.6863    226.9212
     -1.8957      0.2184     -0.3715    -45.0065    -30.5153    -64.3107   -249.6404    252.0085
     -1.8700      0.2651     -0.7546    -42.8294    -29.0392    -69.7488   -231.1342    227.0203
     -1.8916      0.1762     -1.6662    -37.6479    -25.5261    -36.4397   -203.0981    188.2559
     -1.9476      0.1391     -0.7368    -42.9302    -29.1076    -41.9406   -238.6359    250.7840
     -1.8905      0.1765     -1.1426    -40.6238    -27.5438    -44.5603   -214.2946    219.0245
     -1.9145      0.2048     -1.3449    -39.4741    -26.7643    -48.5565   -212.7256    210.8157
     -1.9270      0.2666     -0.8863    -42.0809    -28.5317    -69.7961   -233.5882    232.3928
     -1.8992      0.1593     -1.0326    -41.2492    -27.9678    -40.8792   -226.7386    221.7741
     -1.9079      0.2178     -0.7030    -43.1225    -29.2380    -60.6894   -234.2609    241.6550
     -1.8886      0.1594     -1.0370    -41.2242    -27.9509    -41.0479   -222.2545    221.4464
     -1.9082      0.2252     -1.5265    -38.4418    -26.0643    -50.4907   -204.5445    200.4668
     -1.9385      0.2294     -0.3525    -45.1146    -30.5886    -68.9312   -255.5752    262.3994
     -1.8690      0.1328     -0.8056    -42.5394    -28.8426    -36.7938   -228.1122    229.6878
     -1.8945      0.1800     -0.8449    -42.3159    -28.6911    -49.4421   -225.1931    234.6478
     -1.8968      0.1975     -0.8652    -42.2007    -28.6129    -52.9601   -227.7980    231.4443
     -1.8980      0.2429     -0.8127    -42.4990    -28.8152    -64.4924   -231.4745    231.5973
     -1.8949      0.1821     -1.3397    -39.5039    -26.7845    -42.3141   -214.0069    205.6999
     -1.9267      0.2532     -0.7055    -43.1085    -29.2285    -69.6349   -238.6560    242.8585
     -1.8887      0.2253     -1.1486    -40.5899    -27.5208    -54.5306   -221.1834    211.7752
     -1.9149      0.2096     -1.2556    -39.9819    -27.1086    -50.4008   -218.9646    213.1928
     -1.9214      0.2854     -1.3534    -39.4256    -26.7313    -66.3379   -216.2398    207.0774
     -1.9275      0.1822     -1.1153    -40.7794    -27.6493    -45.7461   -228.9751    221.3708
     -1.9129      0.1302     -1.1589    -40.5311    -27.4810    -33.8454   -218.6826    222.6710
     -1.9155      0.2420     -1.3180    -39.6269    -26.8678    -57.8090   -211.5462    212.6825
     -1.9253      0.2389     -1.6514    -37.7321    -25.5831    -51.1966   -207.1941    193.4685
     -1.9466      0.2185     -0.8034    -42.5521    -28.8512    -59.6979   -240.7811    241.1914
     -1.8944      0.2699     -1.3361    -39.5241    -26.7982    -62.3401   -213.6776    203.1823
     -1.9264      0.2942     -1.1656    -40.4932    -27.4552    -71.0015   -227.4541    214.5798
     -1.9159      0.2532     -1.0539    -41.1284    -27.8859    -62.7617   -231.0502    218.8662
     -1.9092      0.1680     -0.8860    -42.0824    -28.5327    -45.1937   -232.7181    231.2044
     -1.8992      0.2856     -1.3513    -39.4376    -26.7395    -66.2780   -210.9609    204.7153
     -1.9274      0.2974     -0.8963    -42.0236    -28.4929    -76.1717   -238.4416    227.4011
     -1.8998      0.2128     -1.0335    -41.2439    -27.9642    -53.1012   -229.2744    218.3413
     -1.9080      0.1525     -1.0773    -40.9948    -27.7954    -39.5358   -223.0489    223.6678
     -1.9106      0.2578     -0.9115    -41.9377    -28.4346    -67.3833   -227.1871    230.3691
     -1.9007      0.2739     -0.7634    -42.7794    -29.0053    -72.2230   -237.6015    230.7996
     -1.8921      0.1876     -1.4277    -39.0034    -26.4451    -41.9694   -212.3676    199.3512
     -1.9322      0.2872     -1.8792    -36.4372    -24.7052    -58.4959   -197.0071    183.6140
     -1.9618      0.1622     -0.9329    -41.8156    -28.3519    -44.3513   -240.2252    238.0858
     -1.9020      0.2539     -0.7281    -42.9801    -29.1414    -68.9413   -233.1526    237.5039
     -1.8900      0.2182     -0.3114    -45.3482    -30.7470    -64.8681   -251.3620    253.5143
     -1.8667      0.1221     -1.1779    -40.4231    -27.4077    -30.1323   -213.8541    211.8446
     -1.9167      0.1839     -0.9476    -41.7321    -28.2952    -49.7700   -223.9813    234.1618
     -1.9028      0.1677     -0.4194    -44.7342    -30.3307    -51.6007   -244.5612    256.0083
     -1.8727      0.2101     -1.3321    -39.5469    -26.8136    -48.9101   -207.2651    203.8049
     -1.9262      0.2199     -1.6198    -37.9116    -25.7049    -47.9253   -206.3624    197.2209
     -1.9445      0.1604     -0.7520    -42.8439    -29.0490    -46.4175   -240.5074    246.7035
     -1.8914      0.2325     -0.2798    -45.5277    -30.8687    -70.0441   -247.3796    258.4371
     -1.8650      0.1814     -0.9897    -41.4928    -28.1330    -46.0163   -221.8549    217.6623
     -1.9053      0.2095     -1.2328    -40.1114    -27.1964    -50.8963   -215.9286    214.2936
     -1.9200      0.1527     -1.1126    -40.7943    -27.6594    -39.5118   -223.2159    224.3415
     -1.9127      0.1323     -0.4370    -44.6347    -30.2632    -43.0062   -243.0612    260.0837
     -1.8736      0.1834     -0.9345    -41.8069    -28.3460    -48.4890   -219.1052    225.9771
     -1.9021      0.2019     -1.1270    -40.7125    -27.6039    -50.5011   -219.3351    219.1633
     -1.9136      0.2436     -1.5107    -38.5318    -26.1253    -54.4530   -208.5346    199.8052
     -1.9375      0.2303     -0.9387    -41.7827    -28.3295    -60.2392   -234.9445    231.8378
     -1.9023      0.1911     -0.7913    -42.6208    -28.8978    -52.0516   -234.1256    234.4744
     -1.8937      0.2356     -1.7155    -37.3677    -25.3361    -49.2505   -197.8994    186.8645
     -1.9508      0.1629     -0.4792    -44.3943    -30.1003    -50.5273   -252.4334    261.1908
     -1.8760      0.2793     -1.3031    -39.7118    -26.9255    -65.0685   -209.2817    203.2092
     -1.9244      0.2787     -1.1074    -40.8242    -27.6796    -68.2225   -229.6749    217.3602
     -1.9124      0.3085     -1.3381    -39.5130    -26.7906    -70.8442   -219.9755    202.4529
     -1.9266      0.2588     -0.9225    -41.8750    -28.3921    -66.2641   -238.2275    226.6825
     -1.9014      0.1960     -1.4317    -38.9810    -26.4299    -44.1812   -212.6305    201.1249
     -1.9325      0.1986     -1.7926    -36.9295    -25.0389    -41.2582   -199.7292    191.0103
     -1.9559      0.2233     -0.6660    -43.3330    -29.3807    -63.5728   -244.8813    251.4648
     -1.8865      0.3027     -0.9892    -41.4958    -28.1350    -75.3552   -225.8046    217.0642
     -1.9053      0.2585     -1.2289    -40.1336    -27.2114    -60.8696   -223.8287    207.6017
     -1.9198      0.1865     -1.2720    -39.8886    -27.0453    -44.7156   -220.6948    212.9129
     -1.9225      0.3869     -1.4078    -39.1168    -26.5220    -88.2950   -214.2239    201.4061
     -1.9309      0.1958     -0.5251    -44.1334    -29.9234    -56.0421   -257.2159    247.1658
     -1.8785      0.2515     -1.3136    -39.6519    -26.8848    -58.3562   -210.8500    202.9900
     -1.9250      0.2307     -1.3686    -39.3396    -26.6731    -53.5173   -217.9739    207.5273
     -1.9285      0.2770     -1.1727    -40.4529    -27.4279    -67.3758   -224.9379    216.9014
     -1.9164      0.1472     -0.5567    -43.9541    -29.8018    -44.1619   -246.7986    249.1597
     -1.8803      0.2469     -0.9934    -41.4719    -28.1188    -62.7345   -219.6062    221.0831
     -1.9056      0.2528     -1.6653    -37.6530    -25.5295    -53.4116   -204.6753    188.5367
     -1.9475      0.2743     -0.8416    -42.3348    -28.7039    -72.4473   -241.0332    236.4495
     -1.8966      0.2416     -1.0749    -41.0088    -27.8048    -59.4022   -226.3415    215.3837
     -1.9104      0.2331     -1.1485    -40.5905    -27.5212    -57.0301   -223.5099    216.0589
     -1.9149      0.3230     -1.1752    -40.4387    -27.4183    -77.5335   -223.7337    212.1819
     -1.9165      0.2426     -1.4180    -39.0587    -26.4826    -54.4567   -219.4299    200.1420
     -1.9316      0.2430     -1.4571    -38.8367    -26.3321    -55.1800   -215.1964    204.1555
     -1.9341      0.2063     -0.8130    -42.4972    -28.8140    -56.2110   -238.7448    238.5685
     -1.8949      0.2249     -0.9426    -41.7605    -28.3145    -58.0838   -226.6572    225.0127
     -1.9025      0.3581     -1.0379    -41.2193    -27.9476    -87.9446   -227.0290    215.3980
     -1.9082      0.2442     -0.8692    -42.1782    -28.5977    -62.5696   -240.3634    224.3539
     -1.8982      0.2167     -1.0070    -41.3948    -28.0665    -54.9073   -226.9202    221.3102
     -1.9064      0.2018     -1.2941    -39.7627    -26.9600    -47.9459   -215.8363    210.3392
     -1.9238      0.3037     -0.9443    -41.7509    -28.3080    -77.6141   -231.3136    227.4011
     -1.9026      0.1986     -1.4242    -39.0236    -26.4588    -44.4432   -215.7506    199.8289
     -1.9320      0.1763     -1.1870    -40.3717    -27.3729    -44.4590   -221.7532    222.3158
     -1.9172      0.2450     -1.2845    -39.8176    -26.9972    -58.5683   -215.7538    212.7037
     -1.9232      0.2602     -1.0493    -41.1545    -27.9036    -65.1825   -229.3913    222.1853
     -1.9089      0.3089     -0.6379    -43.4927    -29.4890    -83.1295   -243.9263    236.9842
     -1.8849      0.1851     -1.0750    -41.0082    -27.8044    -45.5278   -226.0900    214.1170
     -1.9104      0.1700     -1.3679    -39.3435    -26.6757    -40.2563   -211.4526    209.9713
     -1.9284      0.2224     -0.7311    -42.9628    -29.1297    -61.8846   -236.8536    243.7771
     -1.8902      0.1851     -1.0327    -41.2486    -27.9674    -47.1384   -223.2193    220.6964
     -1.9079      0.2338     -1.2152    -40.2116    -27.2643    -56.7285   -217.4238    214.5004
     -1.9190      0.2795     -0.8652    -42.2005    -28.6128    -72.6955   -235.1159    230.1286
     -1.8980      0.2161     -0.8312    -42.3937    -28.7438    -56.8935   -235.3000    228.5723
     -1.8960      0.2678     -1.2340    -40.1047    -27.1918    -63.5532   -217.4061    208.6848
     -1.9201      0.2666     -0.7864    -42.6484    -28.9165    -70.5352   -239.9980    233.4796
     -1.8934      0.1799     -1.4509    -38.8720    -26.3560    -40.0714   -211.1873    199.0506
     -1.9337      0.2420     -0.1079    -46.5049    -31.5313    -76.2094   -261.3406    274.9008
     -1.8558      0.2937     -0.6477    -43.4371    -29.4513    -77.8462   -234.6683    227.0702
     -1.8854      0.2748     -1.1773    -40.4266    -27.4101    -64.9869   -222.7110    206.0552
     -1.9166      0.1996     -0.7226    -43.0109    -29.1623    -54.9984   -241.3787    238.6288
     -1.8897      0.1898     -1.5472    -38.3242    -25.9846    -41.5749   -203.4227    195.9037
     -1.9398      0.1652     -1.2637    -39.9357    -27.0772    -41.2241   -219.3233    220.7211
     -1.9219      0.2364     -0.9295    -41.8351    -28.3651    -62.2012   -228.5788    232.1247
     -1.9018      0.2442     -1.1359    -40.6619    -27.5696    -59.6133   -222.6311    214.7691
     -1.9141      0.2322     -1.3688    -39.3386    -26.6724    -53.6452   -216.1354    205.7257
     -1.9285      0.2071     -0.7047    -43.1129    -29.2315    -57.8663   -241.3017    243.3037
     -1.8887      0.1983     -1.2762    -39.8648    -27.0292    -47.0214   -213.5470    208.4515
     -1.9227      0.2773     -0.5137    -44.1984    -29.9674    -78.3890   -246.3846    249.8851
     -1.8779      0.3110     -1.1381    -40.6493    -27.5611    -73.9428   -222.5809    205.6710
     -1.9143      0.2371     -0.6833    -43.2346    -29.3139    -64.3294   -245.0970    236.9958
     -1.8875      0.2556     -1.3680    -39.3430    -26.6754    -58.2589   -212.5588    200.1731
     -1.9284      0.1733     -1.1056    -40.8342    -27.6864    -44.1279   -227.5835    223.5984
     -1.9123      0.2854     -0.7543    -42.8308    -29.0402    -76.3958   -234.7252    236.4534
     -1.8916      0.2643     -0.3338    -45.2211    -30.6608    -76.1403   -253.2806    249.3258
     -1.8680      0.1725     -0.9524    -41.7048    -28.2767    -44.1411   -225.3455    219.1636
     -1.9031      0.2373     -0.6495    -43.4265    -29.4441    -65.9804   -236.5471    241.9452
     -1.8856      0.2169     -1.2258    -40.1508    -27.2231    -51.5545   -216.9426    208.3623
     -1.9196      0.2030     -1.5295    -38.4251    -26.0530    -45.2949   -209.0309    200.9664
